latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-1.96332,112.62693,305.68,1.01,1.01,2026-09-18,1312,T,55,6.1NRT,294.16,4.53,N
-2.2112,110.82516,312.82,1.04,1.02,2026-09-18,1312,T,83,6.1NRT,293.79,9.59,N
-2.2935,110.22746,312.25,1.1,1.05,2026-09-18,1312,T,81,6.1NRT,294.07,9.45,N
-2.29482,110.21786,336.92,1.1,1.05,2026-09-18,1312,T,100,6.1NRT,297.02,40.95,N
-2.29615,110.20824,320.36,1.1,1.05,2026-09-18,1312,T,100,6.1NRT,294.56,17.54,N
-3.08804,104.44449,327.41,2.96,1.64,2026-09-18,1312,T,100,6.1NRT,291.09,109.2,N
-1.6831,114.59171,329.05,1.21,1.09,2026-09-18,1312,T,100,6.1NRT,297.99,32.04,N
-1.76603,113.99213,311.68,1.12,1.06,2026-09-18,1312,T,80,6.1NRT,296.1,8.54,N
-1.76738,113.98232,342.95,1.12,1.06,2026-09-18,1312,T,100,6.1NRT,298.72,52.59,N
-1.76873,113.97253,332.96,1.12,1.05,2026-09-18,1312,T,100,6.1NRT,297.83,33.38,N
-1.77009,113.96275,327.55,1.12,1.05,2026-09-18,1312,T,100,6.1NRT,296.22,25.73,N
-1.86657,113.26377,313.06,1.05,1.02,2026-09-18,1312,T,84,6.1NRT,294.54,10.29,N
-1.95449,112.62569,312.44,1.01,1.01,2026-09-18,1312,T,82,6.1NRT,294.39,9.12,N
-2.28564,110.21659,313.05,1.1,1.05,2026-09-18,1312,T,84,6.1NRT,294.74,9.84,N
-1.66908,114.6221,311.84,1.21,1.1,2026-09-18,1312,T,73,6.1NRT,295.08,10.56,N
-1.67349,114.59035,338.26,1.21,1.09,2026-09-18,1312,T,100,6.1NRT,297.81,48.19,N
-1.75675,113.99082,369.16,1.12,1.06,2026-09-18,1312,T,100,6.1NRT,298.65,130.34,N
-1.75811,113.98102,369.63,1.12,1.06,2026-09-18,1312,T,100,6.1NRT,300.96,131.37,N
-1.75946,113.97122,387.56,1.12,1.05,2026-09-18,1312,T,100,6.1NRT,301.42,215.92,N
-1.76082,113.96146,342.24,1.12,1.05,2026-09-18,1312,T,100,6.1NRT,296.41,51.6,N
-1.78896,113.75838,315.36,1.1,1.04,2026-09-18,1312,T,90,6.1NRT,295.41,12.02,N
-2.25169,110.39623,307.71,1.08,1.04,2026-09-18,1312,T,65,6.1NRT,293.36,6.44,N
-1.65945,114.62075,340.9,1.21,1.1,2026-09-18,1312,T,100,6.1NRT,296.73,55.41,N
-1.66093,114.61015,326.82,1.21,1.09,2026-09-18,1312,T,100,6.1NRT,295.81,28.5,N
-1.74883,113.97971,361.63,1.12,1.06,2026-09-18,1312,T,100,6.1NRT,297.99,103.47,N
-1.7502,113.96992,337.35,1.12,1.05,2026-09-18,1312,T,100,6.1NRT,296.01,42.48,N
-1.77979,113.75709,319.17,1.1,1.04,2026-09-18,1312,T,98,6.1NRT,295.15,15.54,N
-1.79566,113.64285,318.31,1.08,1.04,2026-09-18,1312,T,96,6.1NRT,294.41,15.01,N
-1.79697,113.63338,306.24,1.08,1.04,2026-09-18,1312,T,58,6.1NRT,294.52,4.72,N
-1.79829,113.62393,326.74,1.08,1.04,2026-09-18,1312,T,100,6.1NRT,295.56,24.9,N
-1.7996,113.6145,317.57,1.08,1.04,2026-09-18,1312,T,95,6.1NRT,294.93,14.22,N
-1.82042,113.46445,316.58,1.07,1.03,2026-09-18,1312,T,92,6.1NRT,294.58,13,N
-1.91229,112.80079,326.45,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,295.02,22.57,N
-1.91353,112.79187,341.63,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,295.54,44.9,N
-1.48382,115.79723,314.77,1.46,1.19,2026-09-18,1312,T,89,6.1NRT,293.28,18.21,N
-1.65131,114.60881,314.53,1.21,1.09,2026-09-18,1312,T,88,6.1NRT,295.96,12.61,N
-1.6849,114.36922,306.81,1.17,1.08,2026-09-18,1312,T,32,6.1NRT,294.71,5,N
-1.69064,114.32824,314.83,1.17,1.08,2026-09-18,1312,T,77,6.1NRT,294.64,11.64,N
-1.78389,113.66052,309.45,1.09,1.04,2026-09-18,1312,T,73,6.1NRT,293.76,7.89,N
-1.81525,113.43525,307.03,1.06,1.03,2026-09-18,1312,T,40,6.1NRT,294.13,4.88,N
-1.64169,114.60746,321.3,1.21,1.09,2026-09-18,1312,T,100,6.1NRT,295.76,20.25,N
-1.64318,114.59686,311.47,1.21,1.09,2026-09-18,1312,T,43,6.1NRT,294.23,9.19,N
-1.67398,114.37813,332.79,1.18,1.08,2026-09-18,1312,T,100,6.1NRT,296.14,36.62,N
-1.67542,114.36787,312.9,1.17,1.08,2026-09-18,1312,T,63,6.1NRT,295.19,9.98,N
-1.68405,114.3065,311.37,1.17,1.07,2026-09-18,1312,T,18,6.1NRT,295.32,7.4,N
-1.68548,114.2963,315.63,1.16,1.07,2026-09-18,1312,T,69,6.1NRT,295.19,12.11,N
-2.0881,111.39252,317.33,1.01,1.01,2026-09-18,1312,T,94,6.1NRT,294.25,13.23,N
-2.08931,111.38368,311.56,1.01,1.01,2026-09-18,1312,T,79,6.1NRT,293.67,8.48,N
-1.62907,114.62726,323.81,1.22,1.1,2026-09-18,1312,T,100,6.1NRT,297.28,24.07,N
-1.65429,114.44901,321.77,1.19,1.08,2026-09-18,1312,T,100,6.1NRT,295.74,21.06,N
-1.65576,114.43862,309.43,1.19,1.08,2026-09-18,1312,T,62,6.1NRT,294.48,7.55,N
-1.6645,114.37677,321.76,1.18,1.08,2026-09-18,1312,T,100,6.1NRT,295.3,19.86,N
-1.79325,113.46061,307.81,1.07,1.03,2026-09-18,1312,T,64,6.1NRT,294.64,5.37,N
-1.80104,113.40489,317.54,1.06,1.03,2026-09-18,1312,T,94,6.1NRT,294.89,13.84,N
-1.80233,113.39562,325.44,1.06,1.03,2026-09-18,1312,T,100,6.1NRT,295.59,22.73,N
-1.81007,113.3402,310.74,1.06,1.03,2026-09-18,1312,T,77,6.1NRT,294.33,8.17,N
-1.95773,112.27645,324.38,1,1,2026-09-18,1312,T,100,6.1NRT,294.51,20.03,N
-1.95894,112.26769,330.56,1,1,2026-09-18,1312,T,100,6.1NRT,294.58,27.5,N
-1.59804,114.77622,309.21,1.24,1.11,2026-09-18,1312,T,73,6.1NRT,293.8,10.07,N
-1.61793,114.63654,336.22,1.22,1.1,2026-09-18,1312,T,100,6.1NRT,297.38,45.08,N
-1.61944,114.6259,332.44,1.22,1.1,2026-09-18,1312,T,100,6.1NRT,297.44,37.39,N
-1.62095,114.61529,306.84,1.21,1.1,2026-09-18,1312,T,21,6.1NRT,295.51,5.38,N
-1.64476,114.44768,310.34,1.19,1.08,2026-09-18,1312,T,40,6.1NRT,294.95,7.75,N
-1.74712,113.72329,314.01,1.09,1.04,2026-09-18,1312,T,86,6.1NRT,294.02,10.98,N
-1.78419,113.45934,309.24,1.07,1.03,2026-09-18,1312,T,27,6.1NRT,294.79,5.89,N
-1.7855,113.45003,312.56,1.07,1.03,2026-09-18,1312,T,81,6.1NRT,294.73,8.48,N
-1.792,113.40363,354.04,1.06,1.03,2026-09-18,1312,T,100,6.1NRT,296.99,74.94,N
-1.7933,113.39436,328.23,1.06,1.03,2026-09-18,1312,T,100,6.1NRT,295.11,26.38,N
-2.23828,110.15115,303.85,1.11,1.05,2026-09-18,1312,T,32,6.1NRT,293.01,3.75,N
-1.59456,114.78044,304.63,1.24,1.11,2026-09-18,1312,T,39,6.1NRT,293.55,5.81,N
-1.59605,114.76958,314.68,1.24,1.11,2026-09-18,1312,T,88,6.1NRT,294.21,15.48,N
-1.61513,114.62978,326.68,1.22,1.1,2026-09-18,1312,T,100,6.1NRT,297.22,27.9,N
-1.61658,114.61914,320.32,1.22,1.1,2026-09-18,1312,T,80,6.1NRT,296.57,17.6,N
-1.61803,114.60852,325.38,1.21,1.1,2026-09-18,1312,T,100,6.1NRT,296.31,25.59,N
-1.65081,114.36847,306.76,1.18,1.08,2026-09-18,1312,T,20,6.1NRT,295.34,5.17,N
-1.68399,114.12551,304.21,1.14,1.06,2026-09-18,1312,T,46,6.1NRT,293.9,4.86,N
-2.08719,111.18725,311.52,1.02,1.01,2026-09-18,1312,T,73,6.1NRT,294,7.9,N
-2.09581,111.12479,304.34,1.02,1.01,2026-09-18,1312,T,44,6.1NRT,293.67,3.83,N
-1.58633,114.76814,315.59,1.24,1.11,2026-09-18,1312,T,91,6.1NRT,293.99,16.25,N
-1.59226,114.72491,307.17,1.23,1.1,2026-09-18,1312,T,46,6.1NRT,294.11,7.25,N
-1.60403,114.63908,307.65,1.22,1.1,2026-09-18,1312,T,19,6.1NRT,295.45,6.84,N
-1.60695,114.61777,314.73,1.22,1.1,2026-09-18,1312,T,16,6.1NRT,296.06,11.93,N
-1.60841,114.60715,335.17,1.21,1.1,2026-09-18,1312,T,100,6.1NRT,297.27,43.47,N
-1.60986,114.59656,312.25,1.21,1.09,2026-09-18,1312,T,82,6.1NRT,295.4,11.08,N
-1.63283,114.42903,312.31,1.19,1.08,2026-09-18,1312,T,70,6.1NRT,295.28,10.04,N
-1.65672,114.25485,312.04,1.16,1.07,2026-09-18,1312,T,81,6.1NRT,294.86,10.53,N
-1.76446,113.46925,307.01,1.07,1.03,2026-09-18,1312,T,55,6.1NRT,294.4,4.88,N
-1.85689,112.79583,312.25,1.02,1.01,2026-09-18,1312,T,82,6.1NRT,294.5,9.06,N
-1.85811,112.78692,307.9,1.02,1.01,2026-09-18,1312,T,67,6.1NRT,294.44,5.81,N
-2.07955,111.17707,315.75,1.02,1.01,2026-09-18,1312,T,87,6.1NRT,293.99,11.01,N
-2.20378,110.27707,310.83,1.09,1.04,2026-09-18,1312,T,73,6.1NRT,294.19,7.78,N
-2.20642,110.25798,314.25,1.09,1.04,2026-09-18,1312,T,86,6.1NRT,294.31,10.67,N
-2.20774,110.24843,307.13,1.09,1.04,2026-09-18,1312,T,23,6.1NRT,293.88,4.78,N
-2.21968,110.16203,314.12,1.1,1.05,2026-09-18,1312,T,86,6.1NRT,294.14,10.89,N
-1.58701,114.69122,310.33,1.23,1.1,2026-09-18,1312,T,66,6.1NRT,295.11,10.02,N
-1.59585,114.62704,308.65,1.22,1.1,2026-09-18,1312,T,18,6.1NRT,295.05,7.47,N
-1.60024,114.5952,312.04,1.21,1.09,2026-09-18,1312,T,82,6.1NRT,294.99,11.78,N
-1.63325,114.35551,309.42,1.17,1.08,2026-09-18,1312,T,72,6.1NRT,295.47,7.63,N
-1.72033,113.72289,307.47,1.09,1.04,2026-09-18,1312,T,42,6.1NRT,295.03,4.98,N
-1.72164,113.71336,316.28,1.09,1.04,2026-09-18,1312,T,92,6.1NRT,295.21,12.97,N
-1.73212,113.63723,307.26,1.08,1.04,2026-09-18,1312,T,64,6.1NRT,294.07,5.77,N
-1.76308,113.41216,306.75,1.06,1.03,2026-09-18,1312,T,61,6.1NRT,294.32,4.77,N
-2.07068,111.17588,323.49,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,294.83,18.82,N
-2.07189,111.16703,308.73,1.02,1.01,2026-09-18,1312,T,37,6.1NRT,293.74,5.63,N
-2.19725,110.25671,311.06,1.09,1.04,2026-09-18,1312,T,70,6.1NRT,293.75,7.44,N
-2.19857,110.24717,308.03,1.09,1.04,2026-09-18,1312,T,45,6.1NRT,293.99,5.39,N
-2.20782,110.18002,315.91,1.1,1.05,2026-09-18,1312,T,91,6.1NRT,294.67,12.49,N
-2.20915,110.17039,335.17,1.1,1.05,2026-09-18,1312,T,100,6.1NRT,296.06,37.79,N
-2.21048,110.16075,309.15,1.1,1.05,2026-09-18,1312,T,58,6.1NRT,293.94,6.48,N
-1.37283,116.16364,323.5,1.55,1.23,2026-09-18,1312,T,100,6.1NRT,291.94,37.64,N
-1.57286,114.72214,323.55,1.23,1.1,2026-09-18,1312,T,100,6.1NRT,295.04,24.63,N
-1.57435,114.71137,328.78,1.23,1.1,2026-09-18,1312,T,100,6.1NRT,295.71,32.56,N
-1.57733,114.68986,316.02,1.23,1.1,2026-09-18,1312,T,91,6.1NRT,294.62,15.37,N
-1.67508,113.98296,307.76,1.12,1.06,2026-09-18,1312,T,43,6.1NRT,295.07,5.84,N
-1.71117,113.72159,310.53,1.09,1.04,2026-09-18,1312,T,76,6.1NRT,294.78,7.33,N
-1.71248,113.71205,320.65,1.09,1.04,2026-09-18,1312,T,100,6.1NRT,295.02,17.54,N
-1.72429,113.62647,316.77,1.08,1.04,2026-09-18,1312,T,93,6.1NRT,295.03,12.71,N
-1.75019,113.43876,309.04,1.07,1.03,2026-09-18,1312,T,71,6.1NRT,294.67,6.09,N
-2.07164,111.10313,307.2,1.02,1.01,2026-09-18,1312,T,53,6.1NRT,293.96,4.96,N
-2.19863,110.17874,332.66,1.1,1.05,2026-09-18,1312,T,100,6.1NRT,294.78,33.82,N
-2.19995,110.16911,361.58,1.1,1.05,2026-09-18,1312,T,100,6.1NRT,296.14,100.78,N
-2.20127,110.15948,328.94,1.1,1.05,2026-09-18,1312,T,100,6.1NRT,294.28,27.65,N
-1.36203,116.16215,322.54,1.55,1.23,2026-09-18,1312,T,100,6.1NRT,291.69,35.73,N
-1.71648,113.61573,316.56,1.08,1.04,2026-09-18,1312,T,65,6.1NRT,294.98,11.87,N
-1.74114,113.43749,311.56,1.07,1.03,2026-09-18,1312,T,79,6.1NRT,294.88,7.87,N
-2.06275,111.10189,309.82,1.02,1.01,2026-09-18,1312,T,41,6.1NRT,293.87,6.37,N
-2.19603,110.12923,309.77,1.11,1.05,2026-09-18,1312,T,69,6.1NRT,294.13,7.32,N
-1.55497,114.70862,365.03,1.23,1.1,2026-09-18,1312,T,100,6.1NRT,299.23,132.28,N
-1.55647,114.69785,324.57,1.23,1.1,2026-09-18,1312,T,100,6.1NRT,294.69,25.59,N
-1.56098,114.66563,304.91,1.22,1.1,2026-09-18,1312,T,53,6.1NRT,294.17,5.67,N
-1.70604,113.62392,321.7,1.08,1.04,2026-09-18,1312,T,100,6.1NRT,295.88,17.39,N
-1.7295,113.45484,313.26,1.07,1.03,2026-09-18,1312,T,84,6.1NRT,294.68,9.54,N
-1.73079,113.44553,310.21,1.07,1.03,2026-09-18,1312,T,75,6.1NRT,294.62,6.82,N
-2.02701,111.29659,307.51,1.01,1.01,2026-09-18,1312,T,64,6.1NRT,294.18,5.13,N
-2.06244,111.03804,311.03,1.03,1.01,2026-09-18,1312,T,78,6.1NRT,294.19,7.7,N
-2.06367,111.02902,307.39,1.03,1.01,2026-09-18,1312,T,64,6.1NRT,294.02,4.93,N
-2.16716,110.27201,311.56,1.09,1.04,2026-09-18,1312,T,45,6.1NRT,294.02,7.91,N
-2.17237,110.2338,309.71,1.1,1.04,2026-09-18,1312,T,47,6.1NRT,294.08,6.82,N
-2.18681,110.12795,349.95,1.11,1.05,2026-09-18,1312,T,100,6.1NRT,296.09,68.22,N
-2.18813,110.11826,351.74,1.11,1.05,2026-09-18,1312,T,100,6.1NRT,296.26,72.72,N
-1.54377,114.71799,309.56,1.23,1.1,2026-09-18,1312,T,31,6.1NRT,295.35,8.45,N
-1.54528,114.70723,338.52,1.23,1.1,2026-09-18,1312,T,100,6.1NRT,295.89,51.95,N
-1.69691,113.62266,312.94,1.08,1.04,2026-09-18,1312,T,39,6.1NRT,294.84,8.64,N
-1.70873,113.53778,309.95,1.07,1.03,2026-09-18,1312,T,74,6.1NRT,294.12,7.73,N
-1.71003,113.52839,305.31,1.07,1.03,2026-09-18,1312,T,53,6.1NRT,293.94,4.36,N
-1.91818,112.02391,307.46,1,1,2026-09-18,1312,T,65,6.1NRT,293.72,5.46,N
-2.01573,111.31313,313.16,1.01,1.01,2026-09-18,1312,T,84,6.1NRT,294.07,9.25,N
-2.01816,111.29539,315.42,1.01,1.01,2026-09-18,1312,T,90,6.1NRT,294.14,11.02,N
-2.01938,111.28651,310.12,1.02,1.01,2026-09-18,1312,T,75,6.1NRT,294.02,6.68,N
-2.04131,111.12624,313.39,1.02,1.01,2026-09-18,1312,T,85,6.1NRT,294.52,9.05,N
-2.04253,111.1173,335.09,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,295.44,33.45,N
-2.14509,110.3656,310.91,1.08,1.04,2026-09-18,1312,T,74,6.1NRT,293.66,7.89,N
-2.1593,110.26119,311.76,1.09,1.04,2026-09-18,1312,T,33,6.1NRT,294.23,7.59,N
-2.1619,110.2421,343.18,1.09,1.04,2026-09-18,1312,T,100,6.1NRT,296.49,50.63,N
-2.1632,110.23254,342.81,1.1,1.04,2026-09-18,1312,T,100,6.1NRT,296.25,50.68,N
-2.1645,110.22296,316.98,1.1,1.04,2026-09-18,1312,T,93,6.1NRT,294.04,12.69,N
-2.17497,110.146,319.77,1.1,1.05,2026-09-18,1312,T,99,6.1NRT,294.73,15.93,N
-2.17628,110.13634,335.98,1.11,1.05,2026-09-18,1312,T,100,6.1NRT,296.38,38.64,N
-1.67451,113.71642,323.33,1.09,1.04,2026-09-18,1312,T,100,6.1NRT,295.03,20.5,N
-1.67584,113.7069,307.52,1.09,1.04,2026-09-18,1312,T,65,6.1NRT,294.26,5.58,N
-1.68647,113.63083,314.25,1.08,1.04,2026-09-18,1312,T,69,6.1NRT,294.78,9.97,N
-1.68779,113.62136,321.32,1.08,1.04,2026-09-18,1312,T,100,6.1NRT,295.29,16.81,N
-1.68911,113.61189,320.93,1.08,1.04,2026-09-18,1312,T,100,6.1NRT,294.91,16.22,N
-1.70617,113.48963,304.9,1.07,1.03,2026-09-18,1312,T,50,6.1NRT,294.14,3.93,N
-1.72045,113.38725,306.06,1.06,1.03,2026-09-18,1312,T,38,6.1NRT,294.28,4.39,N
-2.03364,111.1161,324.03,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,294.17,19.15,N
-2.13597,110.36436,305.49,1.08,1.04,2026-09-18,1312,T,39,6.1NRT,293.64,4.15,N
-2.13726,110.35489,311.33,1.08,1.04,2026-09-18,1312,T,78,6.1NRT,293.71,8.69,N
-2.15144,110.25037,317.1,1.09,1.04,2026-09-18,1312,T,54,6.1NRT,294.5,12.27,N
-2.15273,110.24083,335.74,1.09,1.04,2026-09-18,1312,T,100,6.1NRT,295.08,36.78,N
-2.15403,110.23126,349.48,1.1,1.04,2026-09-18,1312,T,100,6.1NRT,295.67,65.34,N
-2.15532,110.22169,326.27,1.1,1.04,2026-09-18,1312,T,100,6.1NRT,294.63,23.29,N
-2.15662,110.2121,317.72,1.1,1.04,2026-09-18,1312,T,95,6.1NRT,294.11,13.38,N
-2.15923,110.19287,309.39,1.1,1.05,2026-09-18,1312,T,63,6.1NRT,293.92,6.47,N
-2.82771,105.17811,305.69,2.55,1.54,2026-09-18,1312,T,65,6.1NRT,291.24,18.87,N
-2.83062,105.15592,305.4,2.56,1.54,2026-09-18,1312,T,64,6.1NRT,290.97,18.28,N
-1.63141,113.95685,318.28,1.12,1.06,2026-09-18,1312,T,96,6.1NRT,295.06,15.88,N
-1.63278,113.94707,316.58,1.12,1.05,2026-09-18,1312,T,93,6.1NRT,295.19,13.97,N
-2.09142,110.62466,313.89,1.06,1.03,2026-09-18,1312,T,86,6.1NRT,293.87,10.38,N
-2.09267,110.61541,313.59,1.06,1.03,2026-09-18,1312,T,85,6.1NRT,293.94,10.06,N
-2.12813,110.35363,314.82,1.08,1.04,2026-09-18,1312,T,88,6.1NRT,293.63,11.88,N
-2.14227,110.24908,343.57,1.09,1.04,2026-09-18,1312,T,100,6.1NRT,295.44,52.44,N
-2.14356,110.23953,323.14,1.09,1.04,2026-09-18,1312,T,100,6.1NRT,294.23,19.81,N
-2.15785,110.13379,309.93,1.11,1.05,2026-09-18,1312,T,64,6.1NRT,293.91,7.11,N
-2.15916,110.12411,315.25,1.11,1.05,2026-09-18,1312,T,89,6.1NRT,294.11,11.7,N
-1.65349,113.73296,305.98,1.1,1.04,2026-09-18,1312,T,57,6.1NRT,294.18,4.69,N
-1.65484,113.72339,306.73,1.09,1.04,2026-09-18,1312,T,59,6.1NRT,294.31,4.94,N
-1.68409,113.51517,305.86,1.07,1.03,2026-09-18,1312,T,56,6.1NRT,294.12,4.49,N
-1.70238,113.38469,308.49,1.06,1.03,2026-09-18,1312,T,69,6.1NRT,294.45,5.91,N
-1.70367,113.37543,318.7,1.06,1.03,2026-09-18,1312,T,97,6.1NRT,294.58,14.92,N
-1.70756,113.34769,320.83,1.06,1.03,2026-09-18,1312,T,100,6.1NRT,295.09,17.39,N
-1.70885,113.33847,305.86,1.06,1.03,2026-09-18,1312,T,56,6.1NRT,294.33,4.63,N
-1.71014,113.32926,317.72,1.06,1.03,2026-09-18,1312,T,95,6.1NRT,294.07,14.58,N
-1.82526,112.50234,314.3,1.01,1,2026-09-18,1312,T,87,6.1NRT,293.86,10.67,N
-2.00252,111.21171,327.99,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,295.1,24.25,N
-2.00373,111.20282,315.37,1.02,1.01,2026-09-18,1312,T,90,6.1NRT,294.53,11,N
-2.01831,111.09576,327.05,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,295.11,22.17,N
-2.01953,111.08681,323.19,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,294.86,18.01,N
-1.6465,113.72605,310.53,1.1,1.04,2026-09-18,1312,T,77,6.1NRT,294.22,8.31,N
-1.66211,113.61181,304.94,1.08,1.04,2026-09-18,1312,T,51,6.1NRT,294.68,4.07,N
-1.66341,113.60235,307.09,1.08,1.04,2026-09-18,1312,T,63,6.1NRT,294.49,5.53,N
-1.69793,113.34988,329.95,1.06,1.03,2026-09-18,1312,T,100,6.1NRT,295.55,29.05,N
-1.6992,113.34065,316.28,1.06,1.03,2026-09-18,1312,T,92,6.1NRT,294.56,13.38,N
-1.99268,111.20444,315.78,1.02,1.01,2026-09-18,1312,T,91,6.1NRT,294.15,11.12,N
-2.00006,111.15101,321.03,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,294.89,15.62,N
-2.00869,111.08849,314.59,1.02,1.01,2026-09-18,1312,T,88,6.1NRT,294.36,9.91,N
-2.12734,110.23134,306.46,1.09,1.04,2026-09-18,1312,T,39,6.1NRT,293.55,4.3,N
-1.67617,113.44145,311.62,1.07,1.03,2026-09-18,1312,T,80,6.1NRT,294.11,9.04,N
-1.68128,113.40422,322.44,1.06,1.03,2026-09-18,1312,T,100,6.1NRT,294.85,19.33,N
-1.72909,113.05573,313.38,1.04,1.02,2026-09-18,1312,T,85,6.1NRT,294.87,10.1,N
-1.98382,111.20321,316.69,1.02,1.01,2026-09-18,1312,T,93,6.1NRT,294.54,11.63,N
-1.99365,111.13193,327.21,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,295.84,22.15,N
-1.99488,111.12299,325.07,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,295.23,19.34,N
-2.12479,110.18221,318.8,1.1,1.05,2026-09-18,1312,T,97,6.1NRT,294.25,15.14,N
-2.12612,110.17262,318.02,1.1,1.05,2026-09-18,1312,T,95,6.1NRT,294.31,14.61,N
-2.81947,105.17168,310.3,2.55,1.54,2026-09-18,1312,T,80,6.1NRT,291.35,28.71,N
-1.53524,114.39875,306.74,1.18,1.08,2026-09-18,1312,T,20,6.1NRT,294.51,5.42,N
-1.59213,113.98534,308.45,1.13,1.06,2026-09-18,1312,T,68,6.1NRT,294.81,6.71,N
-1.68115,113.3381,310.17,1.06,1.03,2026-09-18,1312,T,75,6.1NRT,294.06,7.53,N
-1.6976,113.21845,309.27,1.05,1.02,2026-09-18,1312,T,72,6.1NRT,294.54,6.81,N
-1.97373,111.2109,341.77,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,296.04,43.8,N
-1.97496,111.20198,368.41,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,297.29,110.31,N
-1.98477,111.13068,431.04,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,303.68,507.18,N
-1.986,111.12176,433.92,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,304.63,537.28,N
-1.98723,111.11282,317.87,1.02,1.01,2026-09-18,1312,T,95,6.1NRT,294.79,11.17,N
-1.98846,111.10389,314.4,1.02,1.01,2026-09-18,1312,T,87,6.1NRT,294.12,8.25,N
-2.0972,110.31449,305.61,1.09,1.04,2026-09-18,1312,T,51,6.1NRT,293.7,4.82,N
-2.10769,110.23837,316.63,1.09,1.04,2026-09-18,1312,T,92,6.1NRT,294.12,13.22,N
-2.11296,110.2001,309.15,1.1,1.04,2026-09-18,1312,T,70,6.1NRT,293.52,6.65,N
-1.52572,114.39742,307.38,1.18,1.08,2026-09-18,1312,T,13,6.1NRT,294.66,5.91,N
-1.52715,114.38708,311.36,1.18,1.08,2026-09-18,1312,T,80,6.1NRT,294.36,9.72,N
-1.54977,114.22345,320.26,1.16,1.07,2026-09-18,1312,T,100,6.1NRT,294.85,19.68,N
-1.55116,114.21335,304.83,1.16,1.07,2026-09-18,1312,T,53,6.1NRT,293.99,4.86,N
-1.58011,114.00374,305.42,1.13,1.06,2026-09-18,1312,T,29,6.1NRT,294.55,4.4,N
-1.7162,113.01705,304.65,1.03,1.02,2026-09-18,1312,T,41,6.1NRT,293.79,3.62,N
-1.96365,111.21852,307.97,1.02,1.01,2026-09-18,1312,T,66,6.1NRT,294.51,4.77,N
-1.96487,111.20963,383.93,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,298.28,170.9,N
-1.9661,111.20073,320.09,1.02,1.01,2026-09-18,1312,T,100,6.1NRT,294.51,14.34,N
-1.97589,111.12946,312.76,1.02,1.01,2026-09-18,1312,T,83,6.1NRT,294.27,7.74,N
-1.97712,111.12051,318.2,1.02,1.01,2026-09-18,1312,T,96,6.1NRT,293.84,12.49,N
-1.98203,111.08482,314.69,1.02,1.01,2026-09-18,1312,T,88,6.1NRT,294.09,9.83,N
-1.4767,114.68053,311.92,1.23,1.1,2026-09-18,1312,T,82,6.1NRT,294.74,11.92,N
-1.47819,114.6698,325.62,1.23,1.1,2026-09-18,1312,T,100,6.1NRT,295.4,29.3,N
-1.59382,113.83637,322.54,1.11,1.05,2026-09-18,1312,T,100,6.1NRT,294.83,20.57,N
-1.64512,113.46563,308.8,1.07,1.03,2026-09-18,1312,T,71,6.1NRT,294.24,6.77,N
-1.66183,113.34481,307.62,1.06,1.03,2026-09-18,1312,T,66,6.1NRT,294.43,6,N
-1.6631,113.33557,304.08,1.06,1.03,2026-09-18,1312,T,44,6.1NRT,293.82,3.79,N
-1.67963,113.21593,318.26,1.05,1.02,2026-09-18,1312,T,96,6.1NRT,294.62,13.39,N
-1.6809,113.20677,319.42,1.05,1.02,2026-09-18,1312,T,98,6.1NRT,294.74,14.58,N
-1.97192,111.09251,307.81,1.02,1.01,2026-09-18,1312,T,3,6.1NRT,293.95,4.49,N
-1.46701,114.67915,333,1.23,1.1,2026-09-18,1312,T,100,6.1NRT,296.14,41.57,N
-1.46851,114.66842,320.32,1.23,1.1,2026-09-18,1312,T,100,6.1NRT,294.88,21.59,N
-1.50381,114.41547,305.31,1.19,1.08,2026-09-18,1312,T,18,6.1NRT,294.53,4.87,N
-1.67065,113.21467,331.33,1.05,1.02,2026-09-18,1312,T,100,6.1NRT,295.56,29.3,N
-1.67192,113.20551,323.58,1.05,1.02,2026-09-18,1312,T,100,6.1NRT,295.1,19.31,N
-1.77217,112.47997,307.05,1.01,1,2026-09-18,1312,T,64,6.1NRT,294.15,5.26,N
-1.77339,112.47117,305.02,1.01,1,2026-09-18,1312,T,52,6.1NRT,294.09,4.02,N
-1.97039,111.03757,310.22,1.03,1.01,2026-09-18,1312,T,75,6.1NRT,293.89,7.49,N
